Nome: Santa Vitoria do Palmar - Barra do Chui
Codigo Estacao: A899
Latitude: -33.742297
Longitude: -53.372218
Altitude: 7.41
Situacao: Operante
Data Inicial: 2017-01-01
Data Final: 2017-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2017-09-25;0;1019.2625;15.620833;19.9;17.1875;15.3;90.583333;null;9.8;3.308333;
2017-09-26;.2;1016.316667;16.258333;18.5;16.829167;15.9;96.333333;null;9.5;4.679167;
2017-09-27;1.8;1015.5375;14.675;16.9;15.566667;14;94.5;null;16.2;9.633333;
2017-09-28;7.2;1023.966667;10.458333;18.8;16.129167;14.3;69.5;null;14.4;8.1375;
2017-09-29;0;1021.608333;12.0125;19.2;16.7;14.6;73.958333;null;15.3;7.7375;
2017-09-30;1.2;1008.7625;15.954167;18.6;16.808333;15.5;94.708333;null;13.7;6.175;
2017-10-01;2.2;998.775;16.533333;20.3;17.145833;14.8;96.25;null;10.5;2.5125;
2017-10-02;null;999.029167;12.575;19;15.579167;14.3;83.458333;null;17.1;4.345833;
2017-10-03;null;1006.991667;10.495833;22.4;15.175;9.6;76.083333;null;18.2;4.9875;
2017-10-04;null;1009.5625;11.779167;27.7;18.754167;11.2;67.708333;null;16;4.620833;
2017-10-05;null;1004.295833;14.3375;26.9;21.9625;19.3;62.916667;null;15.9;5.675;
2017-10-06;null;1013.9375;14.354167;20.2;17.641667;15.6;81.833333;null;15.7;5.645833;
2017-10-07;null;1023.666667;9.475;19.3;16.1125;14.1;65.083333;null;15.4;8.266667;
2017-10-08;null;1017.458333;13.383333;19.8;17.516667;15.7;77.166667;null;16.8;8.766667;
2017-10-09;null;1008.4375;16.804167;26.4;19.208333;17.2;86.875;null;14.7;5.533333;
2017-10-10;null;1013.720833;13.283333;20.5;15.933333;11.5;84.541667;null;13.4;3.920833;
2017-10-11;null;1016.345833;13.1375;20.2;17.0125;14.9;78.208333;null;14.9;8.395833;
2017-10-12;null;1017.791667;12.025;17.1;16.0875;15.9;77.166667;null;17.3;10.595833;
2017-10-13;null;1015.141667;13.4625;15.8;14.4375;13.8;93.791667;null;18;11.845833;
2017-10-14;null;1017.854167;9.779167;19;15.2875;10.9;71.166667;null;16.6;5.054167;
2017-10-15;null;1019.729167;11.7;23.9;16.470833;11;74.208333;null;8;3.966667;
2017-10-16;null;1018.845833;15.170833;23.9;17.995833;14.4;84.375;null;14.4;5.1;
2017-10-17;null;1013.591667;17.3625;21;18.679167;17.9;92.166667;null;14;4.179167;
2017-10-18;null;1008.570833;18.254167;21.8;19.279167;17;93.916667;null;16;3.329167;
2017-10-19;null;1008.9;14.2375;19.8;17.275;15.8;83;null;18.7;8.633333;
2017-10-20;null;1014.6375;11.291667;22.5;15.658333;7.3;76.416667;null;14.1;4.666667;
2017-10-21;null;1009.654167;16.083333;20.9;17.641667;16.6;90.583333;null;18.9;6.225;
2017-10-22;null;1016.770833;7.441667;16.1;12.866667;7.8;70.375;null;19.1;8.9;
2017-10-23;null;1020.183333;8.141667;17.2;12.004167;6;78.208333;null;10.1;4.041667;
2017-10-24;null;1018.158333;11.508333;21.2;14.995833;9.5;80.458333;null;11.9;4.258333;
2017-10-25;null;1014.054167;16.375;22.6;18.245833;15.2;89;null;10.2;4.495833;
2017-10-26;null;1009.995833;17.975;26.4;19.8;16.7;89.875;null;8.9;3.266667;
2017-10-27;null;1004.1625;17.983333;20;18.583333;17.8;96.25;null;11.8;4.6875;
2017-10-28;null;1006.120833;15.325;19.5;17.875;16.7;85.416667;null;18.8;9.370833;
2017-10-29;null;1011.891667;15.025;22.3;18.4125;15;81;null;12.2;4.795833;
2017-10-30;null;1009.395833;15.545833;21.3;18.266667;14.8;84.583333;null;14.7;5.554167;
2017-10-31;null;1014.554167;11.420833;23.1;16.616667;10.2;72.416667;null;11;4.316667;
2017-11-01;null;1017.9375;12.245833;20.3;17.025;15.1;73.666667;null;7.5;4.133333;
2017-11-02;null;1015.025;14.783333;22;18.620833;15.4;78.541667;null;17.5;7.433333;
2017-11-03;null;1006.8;16.516667;26.7;20.320833;17.3;79.375;null;16.5;4.329167;
2017-11-04;null;1010.554167;14.241667;21;17.925;14.9;79.5;null;9.6;4.766667;
2017-11-05;null;1017.145833;11.9;22.4;17.866667;12.3;68.583333;null;9.5;4.316667;
2017-11-06;null;1018.716667;12.558333;24.5;17.775;12.5;72.083333;null;9.4;3.65;
2017-11-07;null;1016.608333;15.120833;23.4;18.941667;14.5;79.041667;null;12;5.195833;
2017-11-08;null;1011.491667;17.75;24.9;20.45;18.9;84.625;null;15.4;7.279167;
2017-11-09;null;1008.925;17.570833;26.9;20.683333;18.1;83.541667;null;12.9;4.091667;
2017-11-10;null;1008.825;14.733333;28.2;20.2625;15.7;74.041667;null;14.5;4.341667;
2017-11-11;null;1006.025;12.3125;22;17.525;13.5;73.25;null;17.9;6.275;
2017-11-12;null;1007.904167;13.258333;21;16.65;14.4;80.75;null;18.5;8.395833;
2017-11-13;null;1011.733333;13.7625;26;17.3625;11;81.416667;null;12.2;5.208333;
2017-11-14;null;1012.645833;15.745833;22.5;19.254167;14;80.416667;null;13;5.616667;
2017-11-15;null;1002.816667;16.9375;34.5;25.55;18.8;63.416667;null;14.7;5.108333;
2017-11-16;null;1008.208333;13.504167;29.1;16.7125;15.1;81.75;null;24.2;7.579167;
2017-11-17;null;1009.429167;12.1;22.6;16.4125;8.4;76.541667;null;10.3;3.8625;
2017-11-18;null;1006.466667;12.158333;21.7;17.304167;16.1;73.583333;null;20.6;6.154167;
2017-11-19;null;1007.383333;7.754167;27.5;16.2625;8.6;62.583333;null;18.9;7.058333;
2017-11-20;null;1012.895833;10.016667;20.8;16.5;13.9;66.083333;null;16.6;5.658333;
2017-11-21;null;1014.091667;10.408333;16.8;15.2125;14.1;74.25;null;15.3;7.516667;
2017-11-22;null;1014.1625;7.55;20.2;13.345833;5.9;69.125;null;13.4;3.975;
2017-11-23;null;1007.058333;10.095833;30.5;21.529167;13.8;51.958333;null;18.6;6.3625;
2017-11-24;null;1012.270833;10.441667;25.2;16.795833;14.9;66.875;null;21.1;8.220833;
2017-11-25;null;1016.716667;9.425;19.2;14.854167;10.2;70.25;null;10.7;3.975;
2017-11-26;null;1011.216667;13.55;21.7;16.683333;9.4;82.416667;null;7.7;3.95;
2017-11-27;null;1011.229167;14.4125;29;18.275;14;80.458333;null;20.1;6.9875;
2017-11-28;null;1020.475;10.283333;20.4;17.266667;14.9;63.875;null;16.3;6.15;
2017-11-29;null;1018.104167;12.333333;22.8;18.029167;13;69.833333;null;13.3;5.7;
2017-11-30;null;1015.583333;14.6375;22.4;19.216667;16.5;75.041667;null;15.5;8.020833;
2017-12-01;null;1015.258333;15.808333;23;19.925;17.8;77.541667;null;15.4;8.470833;
2017-12-02;null;1014.091667;16.791667;23.6;20.266667;18.6;80.625;null;13.8;8.0375;
2017-12-03;null;1010.670833;18.75;25.8;20.654167;19.4;89.041667;null;14.2;6.195833;
2017-12-04;null;1016.020833;16.120833;23;19.704167;18.5;80.125;null;15;9.220833;
2017-12-05;null;1019.075;15.954167;24.3;20.1;17.1;77.166667;null;13.7;7.491667;
2017-12-06;null;1013.541667;18.258333;25.3;20.833333;17.5;85.375;null;11.8;4.854167;
2017-12-07;null;1007.3625;19.375;25.7;21.2375;19.3;89.458333;null;11.4;3.233333;
2017-12-08;null;1008.133333;17.441667;24.9;20.045833;14.6;85.541667;null;8.7;3.645833;
2017-12-09;null;1005.5375;18.35;35.2;23.2375;19.1;76.958333;null;27.9;4.525;
2017-12-10;null;1002.75;16.508333;23.4;20.4625;17.4;78.625;null;13.7;5.945833;
2017-12-11;null;1011.704167;12.266667;21.4;19.075;15.3;65.25;null;17.1;7.966667;
2017-12-12;null;1015.270833;12.854167;24.3;19.0125;12.4;68.25;null;14.4;5.370833;
2017-12-13;null;1011.995833;17.495833;27.4;21.458333;16.9;78.625;null;10.8;4.829167;
2017-12-14;null;1008.416667;19.65;26.7;22.370833;20.3;84.916667;null;16;5.470833;
2017-12-15;null;1009.65;17.279167;33.6;23.916667;16.3;70.541667;null;12;3.495833;
2017-12-16;null;1006.15;18.770833;34.8;25.5875;21.8;67.791667;null;12.1;5.504167;
2017-12-17;null;1006.55;17.841667;26.3;20.633333;19.6;84.5;null;26.7;8.791667;
2017-12-18;null;1021.320833;11.025;23.5;18.833333;16.4;60.916667;null;16.6;6.545833;
2017-12-19;null;1019.9125;14.166667;23.5;19.55;15.9;71.375;null;11.5;5.225;
2017-12-20;null;1014.4625;18.195833;24.9;20.733333;18.7;85.708333;null;15.6;6.970833;
2017-12-21;null;1010.991667;20.720833;26;22.1625;19.6;91.75;null;13.8;5.983333;
2017-12-22;null;1008.558333;21.220833;26.9;23.25;21.2;88.583333;null;12.9;5.454167;
2017-12-23;null;1006.129167;20.4625;24.5;22.033333;21;90.833333;null;16;6.3125;
2017-12-24;null;1013.441667;12.645833;22.8;20.195833;18.9;62.416667;null;17.6;8.291667;
2017-12-25;null;1013.2125;13.391667;27.3;19.720833;12.5;68.25;null;12.4;4.433333;
2017-12-26;null;1011.3375;17.833333;29.7;22.108333;18;77.708333;null;11.9;5.25;
2017-12-27;null;1012.116667;20.441667;28.4;23.029167;18.7;86.041667;null;9;3.516667;
2017-12-28;null;1012.991667;21.425;28;23.358333;20.4;89.208333;null;10.4;4.3;
2017-12-29;null;1010.4875;21.1;27.5;23.3;20.5;87.708333;null;12.7;5.2125;
2017-12-30;null;1006.675;21.270833;29.8;24.020833;20.9;85.166667;null;12.7;4.658333;
2017-12-31;null;1006.845833;21.395833;27.7;23.616667;21.6;87.541667;null;13.1;5.175;

